,type_of_renewable_energy,installed_capacity_mw,energy_production_mwh,energy_consumption_mwh,energy_storage_capacity_mwh,storage_efficiency_percentage,grid_integration_level,initial_investment_usd,funding_sources,financial_incentives_usd,ghg_emission_reduction_tco2e,air_pollution_reduction_index,jobs_created
177,Biomass,380.2640868,54587.36453,302732.6765,326.804124,55.43020306,Isolated Microgrid,349816556.3,Government,15561505.51,5547.125673,59.28663162,1654
178,Tidal,150.6760638,154320.3032,331317.477,508.0959661,92.6953058,Isolated Microgrid,277804072.0,Government,14578409.34,24839.94018,34.76367666,2868
179,Wave,774.4803759,150365.7721,306200.6692,5841.191166,53.98225663,Minimal Integration,66920045.38,Private,18056518.46,23007.72819,14.48601742,2266
180,Geothermal,701.1789403,156869.3284,441649.5461,1380.721031,58.25511,Fully Integrated,65739320.57,Public-Private Partnership,11762727.17,5391.661191,44.35160677,331
181,Geothermal,349.6387383,62842.29938,60853.99637,7294.554512,83.41255692,Fully Integrated,51645969.55,Private,8032059.921,4784.694881,87.57756677,3901
182,Geothermal,649.585195,296744.3055,89888.44467,4743.282705,62.58831979,Isolated Microgrid,103806876.7,Government,18992804.56,45059.94133,85.48387572,788
183,Hydroelectric,754.196097,81289.58243,24543.89014,2637.348076,87.02102147,Isolated Microgrid,106602196.3,Public-Private Partnership,13601343.54,30320.45506,49.78162345,218
184,Solar,327.9759746,140968.0189,148205.341,3411.167259,68.49967838,Partially Integrated,212163839.6,Private,18403483.66,39311.44609,55.28412425,3463
185,Wave,73.72940753,128560.5044,428207.3435,1978.896841,87.74993537,Isolated Microgrid,62409092.15,Public-Private Partnership,17967713.98,23284.76974,84.16403375,1320
186,Tidal,837.6686007,228512.4512,376252.1346,6453.744147,87.59785068,Partially Integrated,117130265.4,Private,1169015.834,48647.31268,54.35661242,554
187,Biomass,716.6539617,105717.7911,296886.0395,7843.444404,78.81309989,Partially Integrated,331664800.7,Private,4333885.06,46938.33554,99.12513114,2689
188,Wind,994.0553902,385881.6713,210569.3413,8389.458703,71.68170411,Minimal Integration,366718549.8,Private,12170470.44,25032.24446,26.33865666,2771
189,Geothermal,103.0996037,426749.7856,431239.9358,3599.537825,68.65051088,Minimal Integration,459996214.6,Government,4349238.925,5797.855892,87.80658463,3668
190,Hydroelectric,846.2873144,395145.4607,244930.6659,6488.665903,91.33617181,Isolated Microgrid,10074618.17,Government,10546402.97,46123.29555,77.21559408,4988
191,Wave,726.0009168,357931.5901,177561.7254,9423.480483,67.12623399,Partially Integrated,158705439.3,Private,5262444.26,33599.36693,77.6060789,4007
192,Solar,979.3677506,434548.5978,229080.723,6981.949885,57.37285346,Minimal Integration,395653962.3,Government,13479753.76,49417.85712,53.88787508,2909
193,Geothermal,284.4562754,408524.1229,249987.0962,7636.542811,54.02994116,Isolated Microgrid,339243768.3,Public-Private Partnership,1342607.288,43036.35998,44.87724428,922
194,Biomass,361.0295231,156522.3701,136578.868,1812.021381,89.22221365,Fully Integrated,304871742.0,Government,16028329.07,20311.55675,49.85815663,71
195,Biomass,230.4083199,389696.465,92441.40877,1723.893797,70.50890167,Isolated Microgrid,285335871.8,Government,3474253.305,33118.81359,10.75704891,581
196,Geothermal,201.9224682,101442.239,79195.83616,4412.617068,53.52788771,Fully Integrated,498683035.8,Public-Private Partnership,802687.1603,42448.01111,20.94816195,1959
197,Solar,490.2090126,121395.48,121383.4713,7241.936665,79.65357894,Isolated Microgrid,336831072.3,Private,17895440.25,16224.45164,79.59363665,274
198,Hydroelectric,594.2304857,146188.9366,416674.5292,6432.083617,50.4159042,Partially Integrated,68987313.02,Public-Private Partnership,18026335.36,25965.45721,78.19784011,906
199,Biomass,386.2627262,472865.2776,27300.07422,398.0976611,52.40536653,Partially Integrated,421623370.3,Private,7382688.637,5683.400646,59.09198378,194
200,Geothermal,90.25872716,155830.3401,294797.6336,1607.258017,59.08523061,Minimal Integration,450665182.8,Public-Private Partnership,6659072.459,28768.63881,84.89208569,1811
201,Biomass,456.8059093,437489.144,72384.78684,1306.412361,75.24432166,Isolated Microgrid,34743280.72,Government,8287472.345,11555.37874,19.12702042,4494
202,Biomass,15.0035068,153833.5617,435898.211,4475.540276,64.48642314,Partially Integrated,265628344.4,Private,10254612.33,20822.93066,64.17901301,3125
203,Solar,889.3167819,331483.9184,386069.2665,2475.920289,95.75037461,Fully Integrated,430499212.2,Public-Private Partnership,10472231.63,47358.68596,96.22785553,2374
204,Geothermal,897.9185149,260969.3358,368688.9703,6633.811927,86.77371331,Minimal Integration,88304634.23,Private,5027139.158,7821.664399,58.54917374,2028
205,Biomass,200.7544736,106128.3745,173641.8407,2195.599419,59.4312308,Isolated Microgrid,187052946.0,Public-Private Partnership,14092321.48,49433.67816,20.89717907,388
206,Wave,550.1252947,90571.93943,14565.87464,8360.393979,85.98843402,Isolated Microgrid,267602002.2,Government,6619372.861,11800.46997,38.84268905,611
207,Tidal,604.9470503,329392.6136,257916.5412,9793.471676,91.87507524,Partially Integrated,242110771.3,Private,19206871.48,2067.943606,17.20046104,913
208,Tidal,440.0342595,46313.67867,289640.9893,8716.004536,97.89036619,Isolated Microgrid,477289804.4,Private,8501134.829,43807.04013,76.18351861,4330
209,Wind,310.8796886,165090.5451,147854.301,6347.596151,90.54538025,Minimal Integration,63223145.86,Government,3358714.195,42364.08555,17.3961007,1021
210,Wave,755.8214321,432843.661,60216.00393,1651.326128,60.1467685,Minimal Integration,462162848.4,Public-Private Partnership,1975223.664,11858.71267,30.9769959,4617
211,Hydroelectric,455.8994249,164934.6318,66535.93563,5305.323816,95.3382752,Partially Integrated,41590082.6,Private,5743274.507,38244.47107,80.00315672,4788
212,Tidal,423.0287797,62978.27181,255393.4889,8657.854429,63.00993482,Fully Integrated,473531930.0,Government,4622624.498,5769.320972,54.73456862,1403
213,Wave,427.2251944,446279.2909,203905.2357,1633.82723,60.41377098,Partially Integrated,28800297.69,Public-Private Partnership,13686745.8,10364.17394,55.75332541,2693
214,Geothermal,393.6141973,115925.1215,61054.36864,7611.884599,83.86521672,Isolated Microgrid,411318931.5,Private,7473393.746,15248.17568,4.911346449,2028
215,Hydroelectric,776.1539767,477723.4797,422507.2074,8526.763078,94.67824763,Isolated Microgrid,399860533.3,Private,8708224.403,11701.68588,29.4855989,2959
216,Wind,653.6685739,183900.3781,65807.01501,8365.242713,68.60424836,Fully Integrated,42471296.06,Public-Private Partnership,8583026.826,46254.19261,92.78795576,2912
217,Wave,540.6417382,458624.0901,248407.3239,5828.685811,77.65033707,Isolated Microgrid,75516983.27,Private,6834470.742,34748.0137,94.52142889,910
218,Biomass,489.3955681,376366.1066,199259.8983,5995.144274,52.18066314,Isolated Microgrid,43238006.75,Private,19269099.78,34117.9587,7.353204904,2808
219,Wave,317.7638546,145198.2772,380945.6265,2543.935818,84.41401732,Partially Integrated,90979744.85,Government,18809609.88,15706.26269,38.7850181,510
220,Hydroelectric,935.5887598,425287.3957,162184.2324,2402.030683,66.99885146,Isolated Microgrid,334270414.8,Government,10606614.04,48765.99102,11.3378011,1521
221,Hydroelectric,972.7996799,78766.82513,235387.9076,530.9417991,54.74752417,Isolated Microgrid,300326619.1,Public-Private Partnership,4186110.003,156.0547187,40.40576972,513
222,Tidal,848.3084541,310506.6666,259950.7693,2043.484752,97.88355559,Minimal Integration,229095159.6,Government,8897763.871,32237.61517,49.89679758,3934
223,Wave,400.2484451,397129.6505,195166.746,3123.873735,90.68388464,Minimal Integration,32203865.54,Public-Private Partnership,12481266.06,31112.07673,63.77778959,3699
224,Solar,909.0800812,101968.2398,147580.1279,5322.153293,80.070518,Isolated Microgrid,294844747.9,Private,7701166.096,27508.51742,19.46847601,277
225,Wave,249.5058722,255009.2694,117204.3967,4936.408918,83.31120327,Minimal Integration,359950103.1,Public-Private Partnership,13173619.62,31553.47612,38.05072756,3332
226,Biomass,334.2720758,377438.6839,120041.0465,7509.809949,91.65655695,Minimal Integration,407163573.4,Government,10412871.43,28275.54962,53.03717183,3520
227,Geothermal,710.6322484,72122.54662,178680.9052,2088.128677,62.2853983,Fully Integrated,224004399.0,Public-Private Partnership,17724061.29,16709.62068,85.79905938,3702
228,Hydroelectric,487.0869365,84489.95982,220583.0675,3913.968218,95.95526983,Fully Integrated,468234802.4,Public-Private Partnership,9264445.829,34500.23796,73.60661242,4619
229,Geothermal,263.4287888,32164.50516,167691.5284,4625.887748,76.33373279,Minimal Integration,325820715.5,Public-Private Partnership,9297638.392,6530.057401,9.523220375,4354
230,Tidal,505.6054238,153434.4762,318264.6228,3181.794518,98.39143869,Minimal Integration,209611425.7,Private,15182330.23,3537.099465,4.707421197,148
231,Tidal,76.06621335,448460.8179,432949.4399,9762.543532,51.81192901,Isolated Microgrid,286242985.2,Government,16819671.92,12016.5539,25.60427887,2696
232,Hydroelectric,529.5497587,331992.8421,372851.9428,8678.166298,83.31724358,Fully Integrated,279725783.5,Private,12873429.86,21860.8567,30.67436299,831
233,Geothermal,478.994395,245519.9285,36956.39713,8903.37708,73.80059493,Fully Integrated,39081856.92,Government,12328856.59,28611.47143,84.638439,4523
234,Wind,717.5405682,352843.3488,428449.0846,3963.874525,88.9631167,Minimal Integration,272822177.7,Government,11906205.06,39386.86084,63.59495633,214
235,Tidal,55.30711587,140943.5916,175521.237,3295.73707,64.51713657,Fully Integrated,337521370.6,Public-Private Partnership,8867379.433,36373.96364,48.01590371,959
236,Solar,444.9935942,444185.3876,280947.0423,117.5877882,87.13063113,Isolated Microgrid,95011396.96,Government,17087650.65,14736.85613,77.00338319,4720
237,Wave,373.9063636,325973.2547,97887.47049,4458.742674,86.45343415,Minimal Integration,429060310.2,Private,8398191.251,13362.57875,57.85874449,109
238,Wave,567.3756986,153933.194,327938.0627,3310.719022,97.63220609,Partially Integrated,62479331.2,Government,1590304.008,17554.78135,72.47795849,2088
239,Hydroelectric,196.7098986,148272.0145,376074.1619,6962.162773,67.83350548,Isolated Microgrid,332645625.7,Private,7386964.125,40197.7434,16.85845167,1701
240,Wind,85.04997178,237959.2114,246582.1071,6374.512863,73.82493424,Partially Integrated,171395542.4,Private,14179763.77,39095.6967,67.74345054,2782
241,Biomass,505.8117167,143864.4962,355947.0106,3842.104664,78.24395442,Minimal Integration,348644135.2,Government,19371392.52,37764.3577,20.24057723,1973
242,Hydroelectric,363.5930021,43390.66733,98685.85391,3230.075689,57.62799389,Minimal Integration,337884964.5,Public-Private Partnership,5681159.881,40569.37743,61.15085941,3916
243,Biomass,349.7987297,470779.8703,328932.0586,5703.217577,79.98256988,Isolated Microgrid,462890135.8,Public-Private Partnership,8023677.413,40542.43273,42.11394559,3640
244,Tidal,45.90692604,323910.3337,80453.9262,6793.169703,95.31033729,Fully Integrated,64176627.35,Private,4783309.935,33941.767,63.06184901,3667
245,Biomass,63.05285076,202474.3763,72697.91452,9181.71119,56.87437099,Partially Integrated,375652854.7,Government,3362054.321,18124.34702,20.37305611,2426
246,Geothermal,86.90543365,321646.1972,57296.21329,4776.428334,92.75040209,Partially Integrated,285226315.2,Government,5760324.616,41984.24906,34.91456269,1780
247,Solar,795.3370966,379649.4219,77972.59687,7308.075974,77.74797157,Isolated Microgrid,200484526.2,Public-Private Partnership,3269276.752,9427.985747,8.965897775,4975
248,Biomass,344.4759752,361800.1914,241949.2376,6099.510961,79.49045521,Minimal Integration,256521956.8,Private,13868045.73,40918.51976,40.84752562,362
249,Biomass,988.8952016,431406.6388,401837.8346,3412.874185,85.61514514,Partially Integrated,153659789.5,Private,12669667.97,18942.17602,57.61772772,4313
250,Tidal,666.2388049,455103.8117,169074.4431,452.1262481,78.21386458,Minimal Integration,428008841.7,Private,587988.6881,33444.81052,14.96240436,4716
251,Hydroelectric,545.1455492,254571.5328,442365.0071,4176.621592,98.10326242,Minimal Integration,286720167.7,Public-Private Partnership,16160846.32,48389.52248,39.81576524,2140
252,Biomass,674.0931662,366169.7132,260889.3144,6731.881186,63.34226534,Partially Integrated,165453537.8,Private,5905805.266,34588.15024,79.54424783,2289
253,Wave,290.4268147,404558.271,92391.06926,2183.584632,52.72198312,Partially Integrated,257239065.3,Private,3760223.993,1548.145792,42.23095489,4518
254,Wind,827.5921029,465831.7347,97145.34522,6289.354445,84.30541227,Minimal Integration,176564166.6,Private,6264949.606,24671.19454,12.80715742,2336
255,Tidal,347.1327212,388775.3643,260087.0031,6329.072911,83.62354139,Minimal Integration,327769426.6,Private,6510685.655,5914.748821,42.16680681,1053
256,Wave,926.3984547,214143.4866,141708.814,3895.248627,51.28177458,Fully Integrated,473410835.4,Public-Private Partnership,10165169.86,13122.59921,68.35217459,107
257,Tidal,13.29010385,164681.892,427169.9011,9692.389499,57.53507783,Partially Integrated,452484471.3,Government,3448201.24,1881.211727,22.36295136,3283
258,Wave,683.010857,327071.7728,62516.70953,9904.645554,55.78794931,Fully Integrated,423035336.8,Private,1709578.194,2360.385963,13.23619306,4592
259,Wave,734.6699416,435290.2899,265009.1704,1839.220176,92.52301128,Partially Integrated,396122037.7,Government,12243742.14,10536.58745,26.82079499,2765
260,Geothermal,820.6826844,183710.881,63094.32983,3085.514745,93.46619137,Isolated Microgrid,261250066.8,Private,14243878.75,27372.42749,20.51655677,12
261,Wind,63.35759245,453063.6991,194366.0459,6812.353836,79.45013969,Minimal Integration,68642322.31,Private,1440040.259,42514.08373,59.09115705,437
262,Hydroelectric,945.2923878,323088.7566,87281.69502,5664.981114,97.84216369,Partially Integrated,111376487.2,Government,14118679.49,16623.97048,7.271280618,1714
263,Biomass,610.5236999,252074.0537,174929.9948,5980.749141,79.82090027,Fully Integrated,161605303.0,Public-Private Partnership,5718698.078,23407.80283,94.35925788,3132
264,Wind,399.4568697,5769.907527,385103.7058,8999.55998,91.91534536,Isolated Microgrid,21114041.19,Public-Private Partnership,4422333.434,16763.06176,28.51821117,2269
265,Geothermal,192.1975446,400827.3513,279767.3065,4121.569266,57.38194414,Isolated Microgrid,293325313.8,Private,19457516.12,33574.77049,40.35435644,947
266,Wind,568.9239729,102664.8492,187716.8148,5173.811781,77.16652461,Partially Integrated,157545449.4,Private,13873275.76,30162.18679,44.5248833,2099
267,Hydroelectric,934.778454,374952.2677,158342.9161,2405.850051,68.5276519,Fully Integrated,298449326.7,Government,7325047.138,41859.50917,45.34703374,3395
268,Wave,290.3205986,181254.1285,337680.7804,3425.064303,72.74456777,Partially Integrated,29526459.85,Private,16925644.06,46747.58538,5.987811591,4019
269,Geothermal,705.0968064,14543.21048,316606.35,4309.560816,82.54306419,Isolated Microgrid,73000669.02,Private,14409155.54,37850.33546,95.59359326,1904
270,Tidal,749.7804317,248289.1344,413739.3412,930.7014031,65.29258425,Isolated Microgrid,113670966.3,Private,9501838.092,28974.42808,9.769411456,3841
271,Hydroelectric,803.423426,307453.2572,53290.91174,8262.551642,94.09971818,Isolated Microgrid,67594249.31,Public-Private Partnership,10581400.26,14640.82388,32.19042289,4431
272,Wave,433.8894326,317998.6744,374917.605,6771.269128,99.38739603,Partially Integrated,31083732.0,Public-Private Partnership,1012303.837,39919.02231,64.46011072,732
273,Tidal,834.611422,371085.4596,289701.8282,3524.956414,82.19495767,Fully Integrated,2201402.169,Private,6336865.26,21317.29941,59.52715199,1272
274,Wave,880.1659576,329585.2572,304259.0928,9253.036664,65.63830685,Partially Integrated,122867290.8,Private,14257361.77,6210.905336,64.08719535,4858
275,Hydroelectric,982.8045526,281219.0476,147924.1673,6582.821722,54.21611631,Isolated Microgrid,246000341.4,Private,14358383.41,25040.49468,51.41343691,2170
276,Biomass,812.085471,420499.3028,404958.1878,7877.257152,85.82961625,Fully Integrated,246718722.0,Government,6018472.983,36555.61404,21.75319806,2608
277,Solar,753.7691404,299767.8479,447486.865,240.6410848,73.69101359,Isolated Microgrid,20562829.34,Private,6471623.263,3991.780419,75.55421297,3361
278,Solar,255.2351488,271231.9509,395160.9504,5641.965031,52.32809279,Partially Integrated,75290733.53,Public-Private Partnership,15222553.29,471.5409744,40.74545928,2237
279,Wind,959.7437394,51134.41865,162417.7876,7107.610633,90.9334252,Isolated Microgrid,414730857.8,Private,12129306.78,40626.81304,5.929131248,44
280,Geothermal,346.6162192,454647.1792,226918.2892,4913.986461,61.84413703,Fully Integrated,74852713.13,Private,10840642.63,30774.28793,3.958554827,3331
281,Hydroelectric,574.6088175,498785.398,443916.8264,6586.088459,88.85666375,Partially Integrated,202151429.9,Private,17280949.25,10535.43774,5.870698422,2739
282,Hydroelectric,564.3969635,141882.827,133351.2108,8970.537454,91.76467915,Fully Integrated,295000425.0,Government,17267670.79,36103.125,61.52420794,4632
283,Biomass,956.1113763,281125.6279,141294.8351,4572.812248,85.25754121,Partially Integrated,156943603.2,Private,3116389.76,33538.64091,61.65781391,1941
